season,team,position,full_name,birth_date,years_exp,college
2010,WAS,RB,Clinton Portis,1981-09-01,8.0,
2010,OAK,T,Langston Walker,1979-09-03,8.0,
2010,DET,RB,Maurice Morris,1979-12-01,8.0,
2010,NO,RB,Ladell Betts,1979-08-27,8.0,
2010,SL,SS,Michael Lewis,1980-04-29,8.0,
2010,CLV,CB,Sheldon Brown,1979-03-19,8.0,
2010,KC,FS,Jon McGraw,1979-04-02,8.0,
2010,HST,DE,Ryan Denney,1977-06-15,8.0,
2010,PIT,WR,Antwaan Randle El,1979-08-17,8.0,
2010,NE,WR,Deion Branch,1979-07-18,8.0,
2010,DEN,CB,Andre' Goodman,1978-08-11,8.0,
2010,MIN,OLB,Ben Leber,1978-12-07,8.0,
2010,SEA,TE,Chris Baker,1979-11-18,8.0,
2010,BUF,ILB,Akin Ayodele,1979-09-17,8.0,
2010,SF,RB,Brian Westbrook,1979-09-02,8.0,
2010,TEN,SS,Chris Hope,1980-09-29,8.0,
2010,ATL,MLB,Coy Wire,1978-11-07,8.0,
2010,DET,CB,Dante Wesley,1979-04-05,8.0,
2010,HST,MLB,Kevin Bentley,1979-12-29,8.0,
2010,ATL,TE,Justin Peelle,1979-03-15,8.0,
2010,NO,DE,Alex Brown,1979-06-04,8.0,
2010,ATL,CB,Brian Williams,1979-07-02,8.0,
2010,TEN,OLB,David Thornton,1978-11-01,8.0,
2010,JAX,QB,David Garrard,1978-02-14,8.0,
2010,SD,TE,Randy McMichael,1979-06-28,8.0,
2010,HST,DE,Jarvis Green,1979-01-12,8.0,
2010,PIT,ILB,Larry Foote,1980-06-12,8.0,
2010,BUF,ILB,Andra Davis,1978-12-23,8.0,
2010,CLV,OLB,Scott Fujita,1979-04-28,8.0,
2010,NYG,DT,Rocky Bernard,1979-04-19,8.0,
2010,CLV,DE,Kenyon Coleman,1979-04-10,8.0,
2010,NO,C,Jonathan Goodwin,1978-12-02,8.0,
2010,JAX,DE,Aaron Kampman,1979-11-30,8.0,
2010,CLV,TE,Robert Royal,1979-05-15,8.0,
2010,SD,QB,J.T. O'Sullivan,1979-08-25,8.0,
2010,TB,TE,John Gilmore,1979-09-21,8.0,
2010,CHI,RB,Chester Taylor,1979-09-22,8.0,
2010,TB,DE,Stylez G White,1979-07-25,8.0,
2010,SEA,DE,Raheem Brock,1978-06-10,8.0,
2010,SF,C,Eric Heitmann,1980-02-24,8.0,
2010,PIT,DE,Brett Keisel,1978-09-19,8.0,
2010,SL,LS,Chris Massey,1979-08-21,8.0,
2010,DAL,G,Kyle Kosier,1978-11-27,8.0,
2010,OAK,RB,Rock Cartwright,1979-12-03,8.0,
2010,BLT,FS,Ed Reed,1978-09-11,8.0,
2010,MIN,QB,Patrick Ramsey,1979-02-14,8.0,
2010,SD,CB,Quentin Jammer,1979-06-19,8.0,
2010,TB,DT,Ryan Sims,1980-05-04,8.0,
2010,MIN,T,Bryant McKinnie,1979-09-23,8.0,
2010,DAL,C,Andre Gurode,1979-03-06,8.0,
2010,CIN,QB,Carson Palmer,1979-12-27,7.0,USC
2010,PHI,LS,Jon Dorenbos,1980-07-21,7.0,Texas-El Paso
2010,IND,MLB,Gary Brackett,1980-05-23,7.0,
2010,DAL,P,Mat McBriar,1979-07-08,7.0,
2010,TEN,DT,Tony Brown,1980-09-29,7.0,
2010,DET,OLB,Vinny Ciurciu,1980-05-02,7.0,
2010,PHI,C,Jamaal Jackson,1980-05-08,7.0,
2010,MIN,WR,Greg Lewis,1980-02-12,7.0,
2010,PHI,SS,Quintin Mikell,1980-09-16,7.0,
2010,SD,DE,Jacques Cesaire,1980-08-30,7.0,
2010,SD,ILB,Stephen Cooper,1979-06-19,7.0,
2010,SD,G,Kris Dielman,1981-02-03,7.0,
2010,SD,TE,Antonio Gates,1980-06-18,7.0,Kent State
2010,JAX,WR,Kassim Osgood,1980-05-20,7.0,
2010,SEA,DE,Chris Clemons,1981-10-30,7.0,Georgia
2010,CHI,DE,Israel Idonije,1980-11-17,7.0,
2010,SL,G,Adam Goldberg,1980-08-12,7.0,
2010,NE,ILB,Tracy White,1981-04-14,7.0,
2010,PHI,CB,Joselio Hanson,1981-08-13,7.0,
2010,DAL,QB,Tony Romo,1980-04-21,7.0,Eastern Illinois
2010,KC,DE,Shaun Smith,1981-08-19,7.0,
2010,SEA,DT,Colin Cole,1980-06-24,7.0,Iowa
2010,GB,DE,Cullen Jenkins,1981-01-20,7.0,Central Michigan
2010,TB,FB,Earnest Graham,1980-01-15,7.0,
2010,DET,TE,Will Heller,1981-02-28,7.0,
2010,CLV,G,Billy Yates,1980-04-15,7.0,
2010,PIT,CB,Ivan Taylor,1980-05-05,7.0,
2010,BLT,T,Scott Kooistra,1980-10-14,7.0,
2010,PHI,G,Reggie Wells,1980-11-03,7.0,
2010,CLV,WR,Sam Aiken,1980-12-14,7.0,
2010,NYG,T,David Diehl,1980-09-15,7.0,
2010,GB,TE,Donald Lee,1980-08-31,7.0,
2010,HST,WR,Kevin Walter,1981-08-04,7.0,
2010,SL,K,Josh Brown,1979-04-29,7.0,
2010,ARZ,ILB,Gerald Hayes,1980-10-10,7.0,
2010,MIN,CB,Frank Walker,1981-08-06,7.0,
2010,OAK,CB,Chris Johnson,1979-09-25,7.0,
2010,BUF,SS,Bryan Scott,1981-04-13,7.0,
2010,PHI,CB,Asante Samuel,1981-01-06,7.0,
2010,JAX,T,Jordan Black,1980-01-28,7.0,
2010,NO,NT,Jimmy Wilkerson,1981-01-04,7.0,
2010,NO,OLB,Kawika Mitchell,1979-10-10,7.0,
2010,ARZ,T,Jeremy Bridges,1980-04-19,7.0,
2010,WAS,RB,Larry Johnson,1979-11-19,7.0,
2010,NYG,DE,Osi Umenyiora,1981-11-16,7.0,
2010,TEN,WR,Justin Gage,1981-01-24,7.0,
2010,CHI,MLB,Hunter Hillenmeyer,1980-10-28,7.0,
2010,GB,ILB,Nick Barnett,1981-05-27,7.0,
2010,HST,FS,Eugene Wilson,1980-08-17,7.0,
2010,BUF,CB,Drayton Florence,1980-12-19,7.0,
2010,BUF,OLB,Chris Kelsay,1979-10-31,7.0,
2010,BLT,DE,Cory Redding,1980-11-15,7.0,Texas
2010,DET,WR,Nate Burleson,1981-08-19,7.0,
2010,NYJ,T,Wayne Hunter,1981-07-02,7.0,
2010,MIA,WR,Kevin Curtis,1978-07-17,7.0,
2010,TEN,QB,Chris Simms,1980-08-29,7.0,
2010,BUF,CB,Terrence McGee,1980-10-14,7.0,
2010,GB,ILB,Matt Wilhelm,1981-02-02,7.0,
2010,PIT,DE,Nick Eason,1980-05-29,7.0,
2010,SD,P,Mike Scifres,1980-10-08,7.0,
2010,ARZ,C,Ben Claxton,1980-07-30,7.0,
2010,NE,C,Dan Koppen,1979-09-12,7.0,
2010,DEN,ILB,Mario Haggan,1980-03-03,7.0,
2010,NE,OLB,Tully Banta-Cain,1980-08-28,7.0,
2010,NO,OLB,Scott Shanle,1979-11-23,7.0,
2010,HST,WR,Andre Johnson,1981-07-11,7.0,
2010,DAL,CB,Terence Newman,1978-09-04,7.0,Kansas State
2010,SEA,CB,Marcus Trufant,1980-12-25,7.0,
2010,CAR,DE,Tyler Brayton,1979-11-20,7.0,
2010,BLT,FS,Ken Hamlin,1981-01-20,7.0,
2010,CHI,OLB,Pisa Tinoisamoa,1981-07-15,7.0,
2010,MIN,TE,Visanthe Shiancoe,1980-06-18,7.0,
2010,CLV,QB,Seneca Wallace,1980-08-06,7.0,
2010,IND,DE,Robert Mathis,1981-02-26,7.0,Alabama A&M
2010,PIT,WR,Arnaz Battle,1980-02-22,7.0,
2010,MIA,SS,Yeremiah Bell,1978-03-03,7.0,
2010,MIN,DT,Kevin Williams,1980-08-16,7.0,Oklahoma State
2010,OAK,CB,Nnamdi Asomugha,1981-07-06,7.0,
2010,NO,T,Jon Stinchcomb,1979-08-27,7.0,
2010,JAX,CB,Rashean Mathis,1980-08-27,7.0,Bethune-Cookman
2010,MIN,MLB,E.J. Henderson,1980-08-03,7.0,
2010,BLT,WR,Anquan Boldin,1980-10-03,7.0,Florida State
2010,CHI,NT,Anthony Adams,1980-06-18,7.0,
2010,JAX,G,Vincent Manuwai,1980-07-12,7.0,
2010,OAK,OLB,Sam Williams,1980-07-28,7.0,
2010,DAL,G,Montrae Holland,1980-05-21,7.0,
2010,DEN,WR,Brandon Lloyd,1981-07-05,7.0,
2010,TEN,SS,Donnie Nickey,1980-04-25,7.0,
2010,CAR,QB,Brian St. Pierre,1979-11-28,7.0,
2010,CAR,T,Jordan Gross,1980-07-20,7.0,
2010,PIT,SS,Troy Polamalu,1981-04-19,7.0,
2010,NYJ,OLB,Calvin Pace,1980-10-28,7.0,Wake Forest
2010,WAS,QB,Rex Grossman,1980-08-23,7.0,
2010,CLV,G,Eric Steinbach,1980-04-04,7.0,
2010,CHI,CB,Charles Tillman,1981-02-23,7.0,Louisiana-Lafayette
2010,DAL,TE,Jason Witten,1982-05-06,7.0,Tennessee
2010,CHI,OLB,Lance Briggs,1980-11-12,7.0,
2010,HST,G,Wade Smith,1981-04-26,7.0,
2010,WAS,G,Derrick Dockery,1980-09-07,7.0,
2010,DAL,ILB,Bradie James,1981-01-17,7.0,
2010,BLT,OLB,Jarret Johnson,1981-08-14,7.0,
2010,ATL,FB,Ovie Mughelli,1980-06-10,7.0,
2010,CLV,LS,Ryan Pontbriand,1979-10-01,7.0,
2010,SF,NT,Aubrayo Franklin,1980-08-27,7.0,
2010,CLV,T,Tony Pashos,1980-08-03,7.0,
2010,MIN,NT,Jimmy Kennedy,1979-11-15,7.0,
2010,DET,WR,Bryant Johnson,1981-03-07,7.0,
2010,TB,C,Jeff Faine,1981-04-06,7.0,
2010,SD,CB,Donald Strickland,1980-11-24,7.0,
2010,BLT,OLB,Terrell Suggs,1982-10-11,7.0,Arizona State
2010,OAK,QB,Kyle Boller,1981-06-17,7.0,
2010,IND,TE,Dallas Clark,1979-06-12,7.0,
2010,CIN,FS,Chris Crocker,1980-03-09,7.0,
2010,SD,DT,Antonio Garay,1979-11-30,7.0,
2010,SD,WR,Kelley Washington,1979-08-21,7.0,
2010,PIT,QB,Byron Leftwich,1980-01-14,7.0,
2010,BLT,RB,Willis McGahee,1981-10-21,7.0,
2010,CAR,G,Travelle Wharton,1981-05-19,6.0,
2010,DET,CB,Nathan Vasher,1981-11-17,6.0,
2010,PIT,RB,Mewelde Moore,1982-07-24,6.0,
2010,ATL,SS,Erik Coleman,1982-05-06,6.0,
2010,ATL,T,Tyson Clabo,1981-10-17,6.0,
2010,CLV,FS,Mike Adams,1981-03-24,6.0,Delaware
2010,MIN,G,Anthony Herrera,1980-06-14,6.0,
2010,ARZ,RB,Jason Wright,1982-07-12,6.0,
2010,BUF,SS,George Wilson,1981-03-14,6.0,
2010,CLV,ILB,Eric Alexander,1982-02-08,6.0,
2010,NO,CB,Randall Gay,1982-05-05,6.0,
2010,KC,G,Ryan Lilja,1981-10-15,6.0,
2010,MIA,CB,Benny Sapp,1981-01-20,6.0,
2010,KC,WR,Terrance Copper,1982-03-12,6.0,
2010,HST,FB,Vonta Leach,1981-11-06,6.0,
2010,MIA,FB,Lousaka Polite,1981-09-14,6.0,
2010,SEA,FS,Jordan Babineaux,1982-08-31,6.0,
2010,SD,WR,Malcom Floyd,1981-09-08,6.0,Wyoming
2010,SEA,WR,Ruvell Martin,1982-08-10,6.0,
2010,NE,WR,Wes Welker,1981-05-01,6.0,Texas Tech
2010,DET,LS,Don Muhlbach,1981-08-17,6.0,Texas A&amp;M
2010,CIN,TE,J.P. Foschi,1982-05-19,6.0,
2010,JAX,LS,Jeremy Cain,1980-03-24,6.0,
2010,NO,CB,Jabari Greer,1982-02-11,6.0,
2010,PHI,T,Jason Peters,1982-01-22,6.0,Arkansas
2010,OAK,DT,Tommy Kelly,1980-12-27,6.0,
2010,MIN,LS,Cullen Loeffler,1981-01-27,6.0,Texas
2010,BUF,DE,Spencer Johnson,1981-12-12,6.0,
2010,SL,P,Donnie Jones,1980-07-05,6.0,LSU
2010,SEA,DT,Craig Terrill,1980-06-27,6.0,
2010,TEN,DE,Jason Babin,1980-05-24,6.0,Western Michigan
2010,CIN,DT,Tank Johnson,1981-12-07,6.0,
2010,PIT,ILB,Keyaron Fox,1982-01-24,6.0,
2010,KC,ILB,Demorrio Williams,1980-07-06,6.0,
2010,TB,MLB,Niko Koutouvides,1981-03-25,6.0,
2010,GB,ILB,Brandon Chillar,1982-10-21,6.0,
2010,NE,NT,Vince Wilfork,1981-11-04,6.0,Miami (Fla.)
2010,SD,TE,Kris Wilson,1981-08-22,6.0,
2010,SEA,DT,Junior Siavii,1978-11-14,6.0,
2010,SD,OLB,Shaun Phillips,1981-05-13,6.0,
2010,NYG,WR,Michael Clayton,1982-10-13,6.0,
2010,CIN,T,Kirk Chambers,1979-03-19,6.0,
2010,ATL,CB,Dunta Robinson,1982-04-11,6.0,
2010,SL,RB,Steven Jackson,1983-07-22,6.0,Oregon State
2010,SD,K,Nate Kaeding,1982-03-26,6.0,
2010,WAS,TE,Chris Cooley,1982-07-11,6.0,
2010,MIN,DE,Jared Allen,1982-04-03,6.0,Idaho State
2010,MIN,TE,Jeff Dugan,1981-04-08,6.0,
2010,BUF,DE,Dwan Edwards,1981-05-16,6.0,Oregon State
2010,NO,DT,Tony Hargrove,1983-07-20,6.0,
2010,TEN,G,Jake Scott,1981-04-16,6.0,
2010,KC,OLB,Charlie Anderson,1981-12-08,6.0,
2010,SD,WR,Patrick Crayton,1979-04-07,6.0,
2010,HST,RB,Derrick Ward,1980-08-30,6.0,
2010,TEN,C,Eugene Amano,1982-03-01,6.0,
2010,NO,MLB,Jonathan Vilma,1982-04-16,6.0,
2010,NYG,G,Shawn Andrews,1982-12-25,6.0,
2010,DEN,ILB,D.J. Williams,1982-07-20,6.0,
2010,ATL,WR,Michael Jenkins,1982-06-18,6.0,
2010,PIT,T,Max Starks,1982-01-10,6.0,
2010,ARZ,SS,Matt Ware,1982-12-02,6.0,
2010,HST,QB,Matt Schaub,1981-06-25,6.0,Virginia
2010,HST,DE,Antonio Smith,1981-10-21,6.0,Oklahoma State
2010,SL,FB,Mike Karney,1981-07-06,6.0,
2010,NYG,QB,Eli Manning,1981-01-03,6.0,Mississippi
2010,SD,C,Nick Hardwick,1981-09-02,6.0,
2010,MIA,NT,Randy Starks,1983-12-14,6.0,Maryland
2010,MIN,WR,Bernard Berrian,1980-12-27,6.0,
2010,DET,G,Stephen Peterman,1982-01-11,6.0,
2010,BUF,OLB,Reggie Torbor,1981-01-25,6.0,
2010,NYJ,WR,Jerricho Cotchery,1982-06-16,6.0,North Carolina State
2010,TEN,DE,Dave Ball,1981-01-04,6.0,
2010,ATL,RB,Michael Turner,1982-02-13,6.0,
2010,SF,P,Andy Lee,1982-08-11,6.0,Pittsburgh
2010,DEN,CB,Nathan Jones,1982-06-15,6.0,
2010,GB,C,Scott Wells,1981-01-07,6.0,
2010,OAK,G,Robert Gallery,1980-07-26,6.0,
2010,CHI,DT,Tommie Harris,1983-04-29,6.0,
2010,NYG,G,Chris Snee,1982-01-18,6.0,
2010,JAX,OLB,Daryl Smith,1982-03-14,6.0,Georgia Tech
2010,NO,RB,Julius Jones,1981-08-14,6.0,
2010,MIN,FS,Madieu Williams,1981-10-18,6.0,
2010,SF,CB,Shawntae Spencer,1982-02-22,6.0,
2010,TB,SS,Sean Jones,1982-03-02,6.0,
2010,NYJ,TE,Ben Hartsock,1980-07-05,6.0,
2010,SEA,T,Sean Locklear,1981-05-29,6.0,
2010,WAS,DE,Darrion Scott,1981-10-25,6.0,
2010,DET,OLB,Landon Johnson,1981-03-13,6.0,
2010,SF,DE,Isaac Sopoaga,1981-09-04,6.0,
2010,JAX,QB,Luke McCown,1981-07-12,6.0,Louisiana Tech
2010,CIN,DE,Robert Geathers,1983-08-11,6.0,
2010,SEA,T,Stacy Andrews,1981-06-02,6.0,
2010,JAX,K,Josh Scobee,1982-06-23,6.0,Louisiana Tech
2010,SL,G,Jacob Bell,1981-03-02,6.0,
2010,SEA,DT,Amon Gordon,1981-10-13,6.0,
2010,PHI,DE,Bobby McCray,1981-08-08,6.0,
2010,MIA,T,Vernon Carey,1981-07-31,6.0,
2010,SF,OLB,Travis LaBoy,1981-08-20,6.0,
2010,JAX,G,Justin Smiley,1981-11-11,6.0,
2010,JAX,FB,Greg Jones,1981-05-09,6.0,
2010,PIT,SS,Will Allen,1982-06-17,6.0,Ohio State
2010,JAX,WR,Ernest Wilford,1979-01-14,6.0,
2010,ARZ,G,Rex Hadnot,1982-01-28,6.0,
2010,DET,DT,Corey Williams,1980-08-17,6.0,
2010,BUF,WR,Lee Evans,1981-03-11,6.0,
2010,NO,DE,Will Smith,1981-07-04,6.0,
2010,SEA,QB,J.P. Losman,1981-03-12,6.0,
2010,CAR,CB,Chris Gamble,1983-03-11,6.0,
2010,DAL,DE,Igor Olshansky,1982-05-03,6.0,
2010,CIN,DE,Antwan Odom,1981-09-24,6.0,
2010,ARZ,WR,Larry Fitzgerald,1983-08-31,6.0,Pittsburgh
2010,TB,TE,Kellen Winslow,1983-07-21,6.0,
2010,WAS,CB,DeAngelo Hall,1983-11-19,6.0,Virginia Tech
2010,PIT,QB,Ben Roethlisberger,1982-03-02,6.0,"Miami, O."
2010,MIA,ILB,Karlos Dansby,1981-11-03,6.0,Auburn
2010,CIN,CB,Keiwan Ratliff,1981-04-19,6.0,
2010,NO,WR,Devery Henderson,1982-03-26,6.0,
2010,ARZ,DT,Darnell Dockett,1981-05-27,6.0,
2010,SD,QB,Philip Rivers,1981-12-08,6.0,North Carolina State
2010,CLV,TE,Benjamin Watson,1980-12-18,6.0,Georgia
2010,IND,SS,Bob Sanders,1981-02-24,6.0,
2010,ARZ,P,Ben Graham,1973-11-02,5.0,
2010,TB,LS,Andrew Economos,1982-06-24,5.0,
2010,NE,G,Dan Connolly,1982-09-02,5.0,
2010,GB,RB,Ryan Grant,1982-12-09,5.0,
2010,GB,FB,John Kuhn,1982-09-09,5.0,Shippensburg
2010,PIT,K,Shaun Suisham,1981-12-29,5.0,Bowling Green State
2010,PIT,LS,Greg Warren,1981-10-18,5.0,North Carolina
2010,BLT,CB,Chris Carr,1983-04-30,5.0,
2010,JAX,T,Erik Pears,1982-06-25,5.0,
2010,MIA,G,Cory Procter,1982-10-18,5.0,
2010,SL,SS,James Butler,1982-09-07,5.0,
2010,MIN,P,Chris Kluwe,1981-12-24,5.0,
2010,PHI,FB,Leonard Weaver,1982-09-23,5.0,
2010,CLV,DE,Derreck Robinson,1982-03-03,5.0,
2010,ARZ,TE,Stephen Spach,1982-07-18,5.0,
2010,MIA,LS,John Denney,1978-12-13,5.0,Brigham Young
2010,CLV,WR,Joshua Cribbs,1983-06-09,5.0,
2010,OAK,LS,Jon Condo,1981-08-26,5.0,Maryland
2010,ATL,G,Harvey Dahl,1981-06-24,5.0,
2010,NO,CB,Leigh Torrence,1982-01-04,5.0,
2010,NO,TE,Tory Humphrey,1983-01-20,5.0,
2010,IND,FS,Aaron Francisco,1983-07-05,5.0,
2010,MIN,OLB,Heath Farwell,1981-12-31,5.0,
2010,ATL,P,Michael Koenen,1982-07-13,5.0,
2010,CHI,K,Robbie Gould,1982-12-06,5.0,Penn State
2010,NE,DE,Mike Wright,1982-03-01,5.0,
2010,WAS,OLB,Lorenzo Alexander,1983-05-31,5.0,California
2010,NYJ,FS,Jim Leonhard,1982-10-27,5.0,
2010,MIA,SS,Evan Oglesby,1981-12-18,5.0,
2010,DAL,LS,L.P. Ladouceur,1981-03-13,5.0,California
2010,NO,WR,Lance Moore,1983-08-31,5.0,Toledo
2010,DET,MLB,Isaiah Ekejiuba,1981-10-05,5.0,
2010,CLV,FS,Raymond Ventrone,1982-10-21,5.0,
2010,SEA,C,Chris White,1983-02-28,5.0,
2010,SL,DT,Gary Gibson,1982-05-05,5.0,
2010,NE,LS,Matt Katula,1982-08-22,5.0,
2010,PIT,G,Chris Kemoeatu,1983-01-04,5.0,
2010,CAR,K,Rhys Lloyd,1982-06-05,5.0,
2010,TEN,WR,Nate Washington,1983-08-28,5.0,
2010,MIA,OLB,Cameron Wake,1982-01-30,5.0,Penn State
2010,GB,SS,Atari Bigby,1981-09-19,5.0,
2010,CLV,FS,Abram Elam,1981-10-15,5.0,
2010,MIN,WR,Greg Camarillo,1982-04-18,5.0,
2010,CHI,WR,Rashied Davis,1979-07-24,5.0,
2010,SF,QB,Alex Smith,1984-05-07,5.0,Utah
2010,MIA,RB,Ronnie Brown,1981-12-12,5.0,
2010,NYJ,WR,Braylon Edwards,1983-02-21,5.0,
2010,CIN,RB,Cedric Benson,1982-12-28,5.0,
2010,TB,RB,Carnell Williams,1982-04-21,5.0,
2010,CIN,CB,Adam Jones,1983-09-30,5.0,West Virginia
2010,NYG,FS,Antrel Rolle,1982-12-16,5.0,Miami (Fla.)
2010,WAS,CB,Carlos Rogers,1981-07-02,5.0,
2010,DAL,OLB,DeMarcus Ware,1982-07-31,5.0,Troy
2010,SD,OLB,Shawne Merriman,1984-05-25,5.0,
2010,WAS,T,Jammal Brown,1981-03-30,5.0,
2010,KC,ILB,Derrick Johnson,1982-11-22,5.0,Texas
2010,SD,DE,Travis Johnson,1982-04-26,5.0,
2010,SEA,WR,Mike Williams,1984-01-04,5.0,
2010,DAL,T,Alex Barron,1982-09-28,5.0,
2010,DAL,DE,Marcus Spears,1983-03-08,5.0,
2010,SL,WR,Mark Clayton,1982-07-02,5.0,
2010,BLT,CB,Fabian Washington,1983-06-09,5.0,
2010,GB,QB,Aaron Rodgers,1983-12-02,5.0,California
2010,OAK,QB,Jason Campbell,1981-12-31,5.0,
2010,SEA,C,Chris Spencer,1982-03-28,5.0,
2010,ATL,WR,Roddy White,1981-11-02,5.0,Alabama-Birmingham
2010,SD,DE,Luis Castillo,1983-08-04,5.0,
2010,PIT,TE,Heath Miller,1982-10-22,5.0,Virginia
2010,PHI,DT,Mike Patterson,1983-09-01,5.0,
2010,NE,G,Logan Mankins,1982-03-10,5.0,Fresno State
2010,SF,C,David Baas,1981-09-28,5.0,
2010,NYJ,SS,Brodney Pool,1984-05-24,5.0,
2010,TB,MLB,Barrett Ruud,1983-05-20,5.0,
2010,HST,NT,Shaun Cody,1983-01-22,5.0,
2010,OAK,CB,Stanford Routt,1983-07-26,5.0,
2010,CHI,SS,Josh Bullocks,1983-02-28,5.0,
2010,TEN,T,Michael Roos,1982-10-05,5.0,
2010,SD,ILB,Kevin Burnett,1982-12-24,5.0,
2010,NYG,CB,Corey Webster,1982-03-02,5.0,
2010,SEA,MLB,Lofa Tatupu,1982-11-15,5.0,
2010,CLV,OLB,Matt Roth,1982-10-14,5.0,
2010,CIN,K,Mike Nugent,1982-03-02,5.0,Ohio State
2010,SL,CB,Ron Bartell,1982-02-22,5.0,
2010,GB,FS,Nick Collins,1983-08-16,5.0,
2010,OAK,T,Khalif Barnes,1982-04-21,5.0,Washington
2010,BUF,WR,Roscoe Parrish,1982-07-16,5.0,
2010,ATL,DT,Jonathan Babineaux,1981-10-12,5.0,Iowa
2010,IND,CB,Kelvin Hayden,1983-07-23,5.0,
2010,SD,WR,Vincent Jackson,1983-01-14,5.0,Northern Colorado
2010,PIT,CB,Bryant McFadden,1981-11-21,5.0,
2010,SEA,OLB,Matt McCoy,1982-10-14,5.0,
2010,SD,T,Adam Terry,1982-09-01,5.0,
2010,SF,RB,Frank Gore,1983-05-14,5.0,Miami
2010,SL,FS,Oshiomogho Atogwe,1981-06-23,5.0,
2010,NO,WR,Courtney Roby,1983-01-10,5.0,
2010,MIA,ILB,Channing Crowder,1983-12-02,5.0,
2010,NYG,DE,Justin Tuck,1983-03-29,5.0,Notre Dame
2010,HST,CB,Karl Paymah,1982-11-29,5.0,
2010,JAX,MLB,Kirk Morrison,1982-02-19,5.0,
2010,CIN,G,Evan Mathis,1981-11-01,5.0,Alabama
2010,MIA,G,Richie Incognito,1983-07-05,5.0,Nebraska
2010,PHI,CB,Ellis Hobbs,1983-05-16,5.0,
2010,NYJ,DT,Sione Pouha,1979-02-03,5.0,
2010,KC,DT,Atiyyah Ellison,1981-09-29,5.0,
2010,PIT,G,Trai Essex,1982-12-05,5.0,
2010,SF,G,Adam Snyder,1982-01-30,5.0,
2010,SEA,OLB,LeRoy Hill,1982-09-14,5.0,
2010,KC,P,Dustin Colquitt,1982-05-06,5.0,Tennessee
2010,NE,T,Nick Kaczur,1979-07-28,5.0,
2010,JAX,FS,Sean Considine,1982-12-17,5.0,
2010,KC,CB,Travis Daniels,1982-09-08,5.0,
2010,DEN,QB,Kyle Orton,1982-11-14,5.0,
2010,TEN,FS,Vincent Fuller,1982-08-03,5.0,
2010,DAL,RB,Marion Barber,1983-06-10,5.0,
2010,NYG,RB,Brandon Jacobs,1982-07-06,5.0,
2010,TEN,T,David Stewart,1982-08-28,5.0,
2010,MIA,C,Eric Ghiaciuc,1981-05-28,5.0,
2010,ARZ,FS,Kerry Rhodes,1982-08-02,5.0,
2010,SL,C,Jason Brown,1983-05-05,5.0,
2010,GB,OLB,Brady Poppinga,1979-09-21,5.0,
2010,PHI,G,Todd Herremans,1982-10-13,5.0,Saginaw Valley
2010,ATL,DE,Chauncey Davis,1983-01-27,5.0,
2010,DET,C,Dylan Gandy,1982-03-08,5.0,
2010,SD,RB,Darren Sproles,1983-06-20,5.0,Kansas State
2010,NYG,DT,Chris Canty,1982-11-10,5.0,Virginia
2010,NE,FS,James Sanders,1983-11-11,5.0,
2010,NO,SS,Matt Giordano,1982-10-16,5.0,
2010,WAS,WR,Roydell Williams,1981-03-14,5.0,
2010,DEN,NT,Ronald Fields,1981-09-13,5.0,
2010,HST,QB,Dan Orlovsky,1983-08-18,5.0,Connecticut
2010,PHI,DE,Trent Cole,1982-10-05,5.0,Cincinnati
2010,OAK,G,Daniel Loper,1982-01-15,5.0,
2010,DET,CB,Eric King,1982-05-10,5.0,
2010,DAL,SS,Gerald Sensabaugh,1983-06-13,5.0,
2010,NYG,OLB,Michael Boley,1982-08-24,5.0,
2010,CHI,T,Frank Omiyale,1982-11-23,5.0,
2010,BUF,C,Geoff Hangartner,1982-04-22,5.0,
2010,IND,OLB,Tyjuan Hagler,1981-12-03,5.0,
2010,WAS,NT,Anthony Bryant,1981-11-06,5.0,
2010,TEN,TE,Bo Scaife,1981-01-06,5.0,
2010,GB,DE,Mike Montgomery,1983-08-18,5.0,
2010,CHI,FS,Chris Harris,1982-08-06,5.0,
2010,NE,DE,Eric Moore,1981-02-28,5.0,
2010,ATL,T,Will Svitek,1982-01-08,5.0,
2010,DET,SS,C.C. Brown,1983-01-27,5.0,
2010,TEN,DT,Jovan Haye,1982-06-21,5.0,
2010,JAX,DE,C.J. Mosley,1983-08-06,5.0,Missouri
2010,HST,TE,Joel Dreessen,1982-07-26,5.0,
2010,HST,C,Chris Myers,1981-09-15,5.0,
2010,DET,K,Dave Rayner,1982-10-26,5.0,
2010,MIA,C,Joe Berger,1982-05-25,5.0,Michigan Tech
2010,CAR,T,Rob Petitti,1982-05-21,5.0,
2010,CLV,P,Reggie Hodges,1982-01-26,5.0,
2010,ARZ,QB,Derek Anderson,1983-06-15,5.0,Oregon State
2010,DEN,DE,Kevin Vickerson,1983-01-08,5.0,
2010,CHI,MLB,Rod Wilson,1981-11-12,5.0,
2010,DAL,NT,Jay Ratliff,1981-08-29,5.0,Auburn
2010,KC,QB,Matt Cassel,1982-05-17,5.0,USC
2010,ARZ,SS,Hamza Abdullah,1983-08-20,5.0,
2010,CIN,DE,Jonathan Fanene,1982-03-19,5.0,
2010,SD,C,Scott Mruczkowski,1982-04-05,5.0,
2010,SL,TE,Billy Bajema,1982-10-31,5.0,
2010,BUF,QB,Ryan Fitzpatrick,1982-11-24,5.0,Harvard
